"LONGITUDE","LATITUDE","IDLongKNN","IDLatiKNN","IDLongRanger","IDLatiRanger","IDLongGbm","IDLatiGbm"
-7632.10820430452,4864982.42988779,-7621.00921999887,4864979.63954,-7625.89127975013,4864982.52065187,-7627.45970592693,4864980.22943855
-7634.40627116459,4864984.26527621,-7618.98955999911,4864978.5256,-7625.06767612718,4864981.37378164,-7624.34416877424,4864977.19585918
-7634.83329619327,4864985.89606942,-7622.85847999975,4864980.41322,-7629.66835834678,4864991.38323751,-7628.65928540224,4864984.16934775
-7634.22960016648,4864985.62274785,-7621.03291999996,4864977.038,-7620.09044305439,4864978.6148534,-7618.13695721379,4864981.5025575
-7636.58283107598,4864993.55639776,-7638.66451999992,4865001.57938,-7636.30615960474,4865001.72493114,-7627.03277797219,4865003.32710563
-7637.5203338089,4864993.58200269,-7638.15317999944,4864998.83776,-7633.14220579662,4864995.42814803,-7629.46899722481,4864999.7526938
-7639.18656641044,4864999.28742409,-7638.33199999928,4865002.33512,-7637.24360651634,4865002.76822657,-7633.2815422254,4865005.2662385
-7638.81872605451,4864999.21356321,-7638.84829999953,4865003.17828,-7637.62959555233,4864998.93806996,-7638.68081388965,4864997.93043222
-7639.34531550156,4865007.27142334,-7639.02851999924,4865004.76472,-7638.28211025443,4865005.11682907,-7634.12308259918,4865005.12336121
-7641.38097897019,4865006.83435719,-7638.07226710096,4865004.83537707,-7639.49442133074,4865006.53525937,-7640.39786638883,4865006.61683754
-7641.76361680523,4865008.64152356,-7639.93906710073,4865009.43203707,-7640.56887677121,4865009.03152404,-7645.82874664133,4865007.50316097
-7631.76840685305,4864982.25775113,-7620.29949999973,4864978.67044,-7623.40005691348,4864979.23115088,-7626.82279286766,4864977.42761107
-7633.87460000068,4864970.4821,-7634.24765999988,4864968.615,-7627.89791228944,4864967.67080962,-7624.37984133631,4864969.20962259
-7633.87460000068,4864970.4821,-7633.75891999975,4864968.3378,-7632.66641782632,4864969.20185428,-7634.53005221249,4864969.25498497
-7632.83449999988,4864964.8305,-7640.33165999949,4864956.71482,-7639.91843956341,4864959.71651793,-7642.49514731397,4864968.00336206
-7632.83449999988,4864964.8305,-7632.22741999924,4864968.45398,-7628.57301750937,4864967.06385471,-7617.72682977209,4864970.57403327
-7635.16969401381,4864966.32790716,-7633.27017999962,4864968.0606,-7632.3748634072,4864967.56871188,-7630.95212698955,4864971.5682566
-7636.67734827515,4864993.15039005,-7636.19413999915,4864991.22854,-7633.97911710051,4864988.41886565,-7633.26136877258,4864983.98311023
-7616.79854302343,4864976.53030099,-7615.61232000068,4864977.02998,-7618.45340699717,4864978.41840139,-7621.30627407673,4864977.18813734
-7635.33914135879,4864966.31194359,-7638.75040000081,4864955.57358,-7637.2694961501,4864960.92636904,-7636.19936408687,4864951.75968921
-7644.89383690554,4864948.71736513,-7644.26210000068,4864948.47632,-7644.38085837104,4864948.42514962,-7636.70822434628,4864938.73020605
-7644.18918638034,4864948.60365007,-7645.0887000002,4864948.9595,-7644.0738759941,4864945.50543451,-7642.24227615949,4864947.16776737
-7595.48529756011,4864982.7225867,-7595.90996000096,4864982.30064,-7597.60060403376,4864983.03755982,-7604.66171726853,4864982.69003804
-7604.55435196124,4864984.37617669,-7595.13432000056,4864982.523,-7595.28593903344,4864982.93416398,-7601.1078139621,4864978.2831315
-7605.38465284047,4864986.07525216,-7594.39915999919,4864983.68304,-7597.94462235641,4864982.40997177,-7602.07553707546,4864976.40748046
-7604.88166140051,4864985.26091801,-7600.0808799997,4864981.42162,-7598.15132539305,4864982.16915077,-7601.36482054082,4864984.79898138
-7601.58873392738,4864980.27329621,-7597.19275999963,4864983.19864,-7597.26549058006,4864982.4061937,-7601.05094599333,4864978.94063276
-7596.37834523455,4864982.91750944,-7592.66581999958,4864983.86338,-7603.22993318496,4864983.67297395,-7608.23151987254,4864975.20171465
-7594.12514444316,4864982.07401112,-7592.95905999988,4864983.46294,-7595.5774051001,4864982.34006463,-7604.00556313853,4864974.96965309
-7594.84710000083,4864984.5189,-7588.27835999877,4864985.75386,-7613.23190739178,4864982.71007387,-7620.96370219517,4864971.77363629
-7587.8004300002,4864986.53893,-7587.886339999,4864985.86624,-7600.4144960795,4864982.79548984,-7611.97572216739,4864970.14159289
-7602.9452936482,4864980.97737334,-7602.8944600001,4864979.98238,-7597.41917214978,4864982.38505449,-7602.45738117461,4864980.48382539
-7609.16681382845,4864977.92499979,-7596.74557999894,4864982.69412,-7623.26941226581,4864982.38963598,-7624.55769991425,4864975.39473426
-7609.36276363717,4864977.37505454,-7591.57091999874,4864984.49368,-7603.7508036864,4864983.27771347,-7607.48087795278,4864976.98293849
-7616.20041917674,4864978.72057793,-7621.8690200001,4864979.96916,-7624.8930735964,4864983.6954219,-7626.89866021704,4864983.23670816
-7616.53860484772,4864978.73758704,-7596.74557999894,4864982.69412,-7623.35035228982,4864984.83817331,-7624.55769991425,4864972.36018873
-7616.89829421054,4864978.91003505,-7614.08170000017,4864978.16184,-7619.30553481038,4864980.15791927,-7618.76724440239,4864980.71264748
-7616.97829999961,4864975.191825,-7610.73433999941,4864978.4284,-7618.82254031323,4864983.31520132,-7622.77374906658,4864981.73041306
-7626.9702949484,4864979.47950319,-7622.90553999916,4864980.52364,-7625.86051928318,4864973.89911938,-7625.36991817985,4864974.51659875
-7621.66741620942,4864976.46914108,-7624.21150000096,4864980.52544,-7628.2894929645,4864982.41451391,-7630.52818921725,4864980.40048579
-7634.15520230315,4864984.06784388,-7633.5896800004,4864983.28262,-7633.43077962045,4864983.30571882,-7632.55044241247,4864980.75185964
-7632.7292540937,4864987.35152893,-7630.44694000036,4864981.54988,-7630.43739173691,4864983.72447495,-7629.25465901872,4864980.1227217
-7637.42379999906,4864991.59889999,-7637.74868000075,4864995.51102,-7634.23854245131,4864990.25993374,-7631.82282408637,4864988.2287138
-7637.18346461814,4864993.45257394,-7637.07819999978,4864993.17222,-7634.24213287313,4864988.81519297,-7635.24898639516,4864982.10854112
-7636.78198395717,4864993.8495243,-7639.95648000017,4865005.12878,-7638.16408521669,4865002.5182344,-7640.80452562145,4865004.05358178
-7636.5313301723,4864993.90684433,-7639.43564000055,4865002.35444,-7637.53282708649,4864998.31855201,-7642.09159626082,4864996.61078518
-7641.77412720016,4865010.4449637,-7641.09504000023,4865010.05836,-7639.78571162598,4865007.88182577,-7641.39102017773,4865012.01733872
-7640.71659360239,4865008.04813466,-7639.75715999976,4865006.34882,-7639.13740249016,4865002.49291745,-7641.99726023901,4865001.70807323
-7595.18075948703,4864982.78289028,-7595.90448000058,4864982.30228,-7593.80546589984,4864983.93220609,-7590.07472986326,4864982.18743675
-7602.93287420699,4864980.72081256,-7602.85455999971,4864980.62668,-7603.66732745011,4864981.15353662,-7605.78379808177,4864984.18017896
-7602.97878043871,4864980.72343701,-7605.30036000013,4864979.92566,-7607.42025608975,4864981.10756952,-7619.6926882932,4864985.17461985
-7603.13473217479,4864980.5692673,-7598.57603999973,4864982.48572,-7601.02077890669,4864981.90980155,-7605.78379808177,4864981.29534416
-7617.699243328,4864977.88487317,-7618.1353200011,4864978.67282,-7618.59798890733,4864978.94430316,-7620.3928691371,4864985.09520919
-7644.49536666771,4864948.8168,-7644.26210000068,4864948.47632,-7644.22219891001,4864948.33748425,-7642.30834073243,4864943.44843935
-7675.64369799142,4864932.92988011,-7680.93873999864,4864931.82672,-7682.5820843857,4864931.27483414,-7682.50006607213,4864935.64694078
-7676.41943999976,4864934.71934,-7680.18401999921,4864932.35946,-7676.23293472604,4864933.84333937,-7680.7550993383,4864936.13950735
-7653.34330144525,4864920.96325149,-7643.49965999872,4864927.08512,-7645.96417506543,4864925.34545978,-7636.80959613697,4864927.91066683
-7653.34330144525,4864920.96325149,-7649.31050028876,4864927.6703503,-7651.85629025308,4864929.73705801,-7645.59763541095,4864926.25918189
-7653.34330144525,4864920.96325149,-7645.45786028803,4864925.6012903,-7651.31794504407,4864928.44728421,-7649.22202421315,4864925.90940846
-7644.77762235441,4864917.96574232,-7646.67622057721,4864922.6504606,-7646.44980468354,4864923.84783195,-7644.55214368449,4864921.58447283
-7645.61007713052,4864918.17099721,-7643.27462028861,4864918.1334503,-7643.23144555384,4864917.35421788,-7642.06264897602,4864920.37272675
-7645.73244282327,4864918.39999642,-7646.13520057723,4864920.7630006,-7643.73501049328,4864922.00954072,-7639.34905747982,4864925.6335172
-7653.34330144525,4864920.9632515,-7644.37004028782,4864922.9205903,-7646.28505510134,4864922.76671658,-7638.60064444155,4864923.90784636
-7653.34330144525,4864920.96325149,-7645.36870028824,4864923.6480703,-7648.3665493721,4864925.07122587,-7642.47439730963,4864926.06660849
-7653.34330144525,4864920.9632515,-7644.04803999886,4864927.35624,-7652.30784090559,4864928.87990885,-7651.036986064,4864928.37956831
-7653.34330144525,4864920.96325149,-7644.04803999886,4864927.35624,-7650.26439570563,4864927.82059074,-7652.06399007827,4864929.40265525
-7652.24195690771,4864922.75925641,-7645.03933999911,4864929.70006,-7648.34678410332,4864927.55821524,-7644.00765791051,4864921.30021626
-7645.66078765751,4864918.20658478,-7645.80744057745,4864919.6196606,-7643.42361449285,4864920.69190204,-7635.75187144989,4864920.85853343
-7632.83449999988,4864964.8305,-7636.44671999961,4864952.8732,-7635.94728560299,4864964.10999036,-7634.99702067614,4864966.64893117
-7632.91792671521,4864969.74029364,-7633.04149999842,4864971.0121,-7632.56611962949,4864971.00755526,-7634.8646964084,4864966.25039306
-7633.24428423133,4864965.47331424,-7633.20560000092,4864965.1088,-7632.0512236601,4864968.07657015,-7636.28285128892,4864975.69722496
-7632.97439518767,4864965.27158181,-7633.17278000042,4864966.28946,-7630.45757428861,4864969.14613508,-7635.91296772329,4864979.24327856
-7633.63494048096,4864965.62844281,-7636.3831400007,4864958.81174,-7637.11581809543,4864964.25810337,-7635.3254512314,4864965.35495486
-7633.11873588188,4864964.77103529,-7633.20560000092,4864965.1088,-7634.82638640864,4864966.32726316,-7635.39739298474,4864977.73270946
-7616.30243891032,4864979.77388835,-7608.03879999965,4864978.82436,-7612.49810322659,4864980.78713165,-7617.6753357181,4864985.72182686
-7644.84284956768,4864948.67153956,-7633.07431999892,4864969.83144,-7630.25542833658,4864969.08759741,-7636.77550479511,4864967.89200676
-7645.19122501541,4864945.74851699,-7644.77898000032,4864947.58426,-7647.8668319375,4864954.66183753,-7652.13993856519,4864963.63989933
-7636.04019999877,4864966.5763,-7634.23649999946,4864967.6159,-7632.86588710948,4864967.01867212,-7634.47238121958,4864967.1159764
-7618.48673235147,4864975.57040936,-7628.98802000061,4864982.5027,-7630.84826846686,4864982.50314143,-7635.71906613439,4864979.79599747
-7651.41523231597,4864934.24722499,-7651.44430000111,4864937.25132,-7652.77518519836,4864946.40887194,-7651.63665209899,4864959.91008391
-7611.30760181269,4864977.42344549,-7608.41451999992,4864978.71662,-7611.62876145268,4864981.1968863,-7620.04675790218,4864985.53371779
-7632.25869999826,4864981.12309999,-7626.8969400011,4864980.42302,-7629.29197161361,4864982.18421159,-7638.29978035158,4864980.58236154
-7664.31364314716,4864935.94171298,-7654.69904000014,4864932.57944,-7654.40051701007,4864932.18139295,-7653.86282644083,4864926.273453
-7603.77416453538,4864979.60201216,-7605.73656000048,4864979.48416,-7611.38984344684,4864983.17888485,-7606.3723692237,4864982.54746262
-7635.19518085152,4864985.96017461,-7634.01218000129,4864983.65078,-7631.90935840394,4864985.97352134,-7630.61855575048,4864988.41564085
-7669.77241615707,4864935.27048836,-7661.2876000002,4864936.34884,-7660.21581978775,4864931.68742376,-7661.6151160153,4864926.21430666
-7602.84396409503,4864981.81268828,-7595.51403999925,4864982.73066,-7596.05333786004,4864982.60248017,-7602.01866910668,4864974.89445557
-7634.02642032568,4864984.09705941,-7624.25800000131,4864980.114,-7623.26599483049,4864984.31308817,-7620.00718651197,4864995.81070974
-7595.9452289536,4864981.47775863,-7599.54010000006,4864981.26032,-7600.23685322357,4864981.05651335,-7602.5512663406,4864981.50113263
-7636.43874555932,4864991.85664854,-7636.8630400002,4864992.42134,-7633.8817683369,4864988.75162575,-7639.18908367727,4864988.94416171
-7593.60236454017,4864984.36972274,-7588.67037999854,4864985.64148,-7596.04324550951,4864983.31106061,-7607.91393764848,4864973.98885572
-7636.85720649032,4864994.49528199,-7637.43747999966,4864995.38298,-7634.38480852887,4864991.84339843,-7637.11341073629,4864995.35421813
-7681.34618817633,4864931.88164595,-7667.68897999898,4864931.22362,-7661.98602751348,4864929.10872303,-7662.9774817885,4864919.26550013
-7643.13024248254,4864946.6501597,-7649.37376000136,4864936.13188,-7646.26417722625,4864944.11050768,-7640.10778166398,4864939.68720107
-7586.7573395177,4864985.59916676,-7594.13399999961,4864983.44256,-7607.61404174076,4864980.95553254,-7616.91623747505,4864971.63732591
-7688.35524582161,4864929.22818364,-7679.69813999907,4864932.4988,-7675.28350350606,4864932.27663327,-7679.58681671024,4864932.36254916
-7642.14688754853,4865017.3646842,-7637.97426000014,4864997.25586,-7636.35904020943,4864994.74401483,-7638.93126628134,4865002.97750305
-7637.64212959382,4865000.81846463,-7638.85886000022,4865001.29948,-7637.71152192443,4865003.16392207,-7638.24259580272,4865007.90448407
-7590.07632944296,4864985.11419064,-7588.67037999854,4864985.64148,-7625.11704951477,4864980.90258761,-7626.48739608272,4864970.86233648
-7689.59942588326,4864933.84952397,-7678.46635999903,4864933.16824,-7674.4613060724,4864931.25809511,-7675.20840974993,4864927.10023404
-7589.36752477008,4864981.48060956,-7596.2389200002,4864982.8392,-7605.08830325335,4864983.96744637,-7608.68969912085,4864976.78390814
-7641.26870864985,4865012.99346326,-7640.11593999937,4865008.5587,-7639.5845114441,4865004.29979037,-7638.97197863793,4865003.95871846
-7634.7592674685,4864966.11017487,-7633.10713999942,4864968.65078,-7634.37568139162,4864967.93630962,-7636.74887008368,4864968.61987875
-7695.93195495232,4864931.43318821,-7665.87129999995,4864934.71836,-7664.55992395927,4864931.47698089,-7663.53173389465,4864934.25667745
-7587.86576666683,4864986.5202,-7589.96701999978,4864984.63704,-7593.45064600082,4864982.89225727,-7609.89703892713,4864978.03591595
-7639.23914655748,4864911.93974776,-7642.63805999979,4864922.66566,-7645.3451621534,4864922.4755883,-7646.82533564321,4864915.97210599
-7637.92258811124,4865000.02050305,-7640.02612000108,4865004.41412,-7639.50707294477,4865004.79576801,-7638.49740536967,4865008.5671927
-7589.66182430459,4864985.44919319,-7594.93017999977,4864983.21434,-7594.32947614014,4864983.20902144,-7604.94002209787,4864982.83872682
-7594.57843749924,4864982.731375,-7592.92631999999,4864983.47234,-7593.64207724654,4864983.63863022,-7607.4443129455,4864981.51848146
-7695.93875492993,4864931.80820487,-7679.19425999969,4864932.6432,-7682.82758803592,4864931.20439453,-7685.83939499477,4864931.84248131
-7640.43146639293,4865009.384089,-7639.30778710097,4865008.18785707,-7638.96508540826,4865007.05238072,-7644.35292373311,4865006.80114747
-7621.72256280307,4864976.8343186,-7624.48136000112,4864979.40052,-7630.31309577995,4864986.81810967,-7628.73663018687,4864992.55922707
-7689.26948530184,4864933.68280986,-7681.09615999907,4864931.14876,-7678.66612500924,4864937.63482769,-7681.21422325443,4864937.23251234
-7641.35243999958,4865015.71328,-7640.53670000061,4865007.15292,-7636.51435936083,4865006.7498152,-7629.16555551708,4865010.25056736
-7603.1035000002,4864981.0337375,-7606.3819600001,4864979.61554,-7606.30352239985,4864978.83867526,-7608.63702529854,4864977.46010808
-7596.67706435433,4864982.98074112,-7591.97087999955,4864984.37904,-7593.76309529746,4864983.62865792,-7603.77959142084,4864979.60306853
-7636.95837206372,4864904.75144224,-7639.50768000036,4864912.34986,-7643.82395966488,4864914.18253667,-7645.45158121874,4864909.08068397
-7687.50924403569,4864929.575835,-7680.8851199992,4864931.20926,-7675.23555026943,4864934.9210321,-7679.26896323958,4864939.88231209
-7611.24801023607,4864977.68260902,-7619.49948000088,4864977.27632,-7622.61420117297,4864980.33039413,-7618.6523551571,4864982.87444787
-7676.52328037604,4864932.92392866,-7680.01463999972,4864931.77518,-7675.63139411362,4864933.33083479,-7678.86566345879,4864933.78587124
-7639.55312374644,4864915.18108488,-7640.33980000019,4864916.21028,-7643.3091328131,4864917.27563941,-7639.79193881634,4864908.73570057
-7604.70751950987,4864980.74518521,-7601.29849999994,4864981.70538,-7600.43298060752,4864982.6759804,-7607.54363184632,4864978.96116271
-7669.02952319488,4864935.30840363,-7672.91507999897,4864934.7593,-7669.77483317164,4864934.71860402,-7673.77833294847,4864938.49491075
-7632.18845812838,4864981.71495641,-7617.57012000084,4864976.5874,-7623.91721905063,4864981.07213424,-7620.44080917155,4864988.3370625
-7609.72567500034,4864977.2709875,-7611.48954000026,4864977.5187,-7612.69107706678,4864977.15795867,-7608.0796423398,4864979.90275939
-7664.41765113302,4864935.77067534,-7656.53031999991,4864933.12894,-7655.99234443376,4864935.24083261,-7667.67781045655,4864937.39813241
-7661.83097326265,4864935.6821092,-7658.64376000017,4864937.10668,-7662.57414154286,4864931.83369854,-7661.28484427044,4864928.46270758
-7661.13608000129,4864939.10022,-7655.98471999988,4864935.25424,-7650.48468114241,4864930.48954332,-7649.3162002582,4864930.40369634
-7631.74452740746,4864987.55549873,-7627.38658000007,4864982.7485,-7631.42489302752,4864987.14873263,-7627.12018080405,4864995.03676396
-7611.48368310262,4864978.02362483,-7611.52870000005,4864977.50758,-7615.06320338045,4864977.70319457,-7614.06990251132,4864974.96770232
-7608.8342816505,4864978.36743754,-7610.00183999986,4864977.94522,-7612.47791195841,4864982.36370655,-7602.25507630541,4864984.76676761
-7597.32616273094,4864982.56830639,-7600.06828000024,4864981.4252,-7604.14902770998,4864978.44095765,-7597.65280158411,4864984.99126629
-7651.83437469466,4864933.71468638,-7648.6868599996,4864930.06232,-7650.39488055522,4864934.14588015,-7659.72564479254,4864930.99222089
-7638.91029999902,4865000.25483334,-7638.44556000009,4865000.81586,-7637.94218180513,4865002.67189968,-7635.92256118305,4865006.95538891
-7586.49192155296,4864985.58180075,-7598.46494000033,4864981.56836,-7597.61948165634,4864981.72472317,-7604.04173241055,4864975.73140119
-7642.79786687392,4864924.11173886,-7649.18632028848,4864927.6182903,-7648.04324258897,4864930.58484126,-7651.60419114393,4864932.22985561
-7616.94885038848,4864979.69261693,-7616.13387999982,4864977.81094,-7620.19613091004,4864980.54308388,-7624.07283839035,4864976.46485232
-7645.55840000138,4864949.40869999,-7643.48229999989,4864948.03464,-7643.57065546686,4864949.31112512,-7636.92484428942,4864949.25065473
-7667.04619501927,4864936.20052303,-7672.30329999998,4864935.25118,-7667.54849820079,4864935.24228955,-7673.06729891914,4864937.74651425
-7642.10423034345,4865014.82158361,-7640.40221999958,4865007.64136,-7635.83859716297,4865007.13272765,-7631.25442551522,4865007.55682472
-7676.7536999993,4864934.62349999,-7678.87815999911,4864932.73374,-7674.30103386808,4864933.26053001,-7678.63793015457,4864926.4435838
-7641.55958311506,4864919.86822476,-7641.18941999897,4864920.14026,-7647.88733976068,4864923.63071434,-7654.86527448392,4864922.5525021
-7648.11699999869,4864944.7934,-7644.38907999992,4864947.36342,-7648.91598075303,4864945.99427067,-7651.25623596502,4864938.03057358
-7689.34599001969,4864934.12260879,-7651.1119599998,4864932.27266,-7658.8965511828,4864929.98181229,-7660.62690810816,4864929.61458427
-7627.53116620008,4864979.5454925,-7632.27886000052,4864981.7888,-7625.06477120788,4864978.11335478,-7618.06992936784,4864986.62978957
-7643.83309952775,4865011.78265803,-7640.27667999938,4865009.11914,-7634.98537141095,4865003.45415676,-7635.44057254651,4865011.41649498
-7588.60091504399,4864984.81730569,-7594.97791999951,4864983.51704,-7599.63165971707,4864982.42511971,-7607.21504214787,4864977.46175893
-7638.28677719352,4864906.93779835,-7639.43325999975,4864911.13266,-7640.38275177959,4864913.65928432,-7638.30865771766,4864913.84199185
-7655.81019999832,4864938.3647,-7653.45079999939,4864936.39558,-7652.80552133063,4864932.93197695,-7651.45597698513,4864934.95654009
-7603.58481553918,4864979.52465928,-7601.40370000005,4864980.7261,-7600.86323803327,4864979.77507934,-7600.87661284485,4864980.31863082
-7636.081333523,4864901.11564377,-7639.43325999975,4864911.13266,-7639.52554709911,4864910.70103716,-7638.20834720389,4864907.48833967
-7634.4759214067,4864986.22252179,-7627.43803999946,4864983.54552,-7628.08529434662,4864982.47501573,-7624.64052031724,4864983.21254884
-7639.16957923134,4865000.82262034,-7641.19023999945,4865011.34856,-7629.94556209397,4865003.68527795,-7627.80725617811,4865009.7648343
-7661.60351428709,4864938.9663,-7655.88247999922,4864935.8815,-7659.42867678904,4864934.5262936,-7654.49036183394,4864935.99784565
-7596.7272312755,4864982.00636835,-7598.44543999955,4864982.83956,-7596.30920037653,4864982.07094719,-7604.99408950035,4864971.69695926
-7689.89515880284,4864934.56470641,-7684.79933999926,4864930.77036,-7683.94919407619,4864933.39269567,-7683.92057628132,4864949.03660876
-7677.54941867467,4864933.52769631,-7677.90401999951,4864932.69656,-7675.8481960222,4864932.35860534,-7677.87444539667,4864928.54621313
-7660.74255472155,4864935.18217665,-7668.60143999979,4864935.99582,-7666.23181530111,4864935.19675656,-7667.15186449145,4864935.93826892
-7631.1041887758,4864902.25053031,-7640.23743999973,4864913.93016,-7640.25752095491,4864912.48735836,-7635.17773178953,4864906.88744153
-7615.03784338243,4864975.90392139,-7619.7142200008,4864978.44904,-7620.53846809368,4864978.06169549,-7625.41377349988,4864965.88602396
-7594.01834609583,4864982.14102881,-7594.47631999999,4864983.02806,-7595.61942891672,4864982.4900525,-7601.82857042274,4864976.5425616
-7636.55381600912,4864993.81403135,-7640.14135999978,4865007.68928,-7638.54503862994,4865001.49321497,-7641.12674994487,4865003.6685651
-7630.85557635979,4864989.84993862,-7604.3115199998,4864989.4046,-7624.71684989323,4864989.75030153,-7625.35074583274,4864990.74925524
-7640.92614999879,4864922.0629,-7652.57795999869,4864929.97442,-7656.80270627395,4864929.97680925,-7653.76737576253,4864930.47421599
-7628.39150841153,4864895.9758312,-7637.98426000103,4864908.9582,-7639.00453084855,4864908.176079,-7633.08521727567,4864895.67037118
-7633.23286410541,4864970.39530986,-7633.77008000016,4864969.3369,-7630.70434613996,4864970.05880287,-7634.89669678594,4864974.1834063
-7661.85839568238,4864934.81309648,-7668.85476000011,4864936.2634,-7667.52800846965,4864932.86615056,-7666.18797411139,4864931.66634933
-7587.43597205984,4864986.14340587,-7597.39702000022,4864982.19086,-7595.52890616988,4864983.75727414,-7607.26215692793,4864979.37875005
-7665.65022802308,4864936.34478932,-7663.99257999956,4864937.63344,-7665.63375362948,4864934.57306391,-7665.44537216719,4864930.97228204
-7647.46923873749,4864924.89220556,-7645.94585999921,4864926.61904,-7645.47212941686,4864927.35080935,-7639.10658936416,4864925.68304178
-7633.45898608972,4864965.0572292,-7634.72523999959,4864967.8931,-7625.62879767981,4864965.42607704,-7616.23960912565,4864964.25668968
-7669.35790000111,4864936.7433,-7666.23205999881,4864936.99148,-7666.75734068603,4864933.84683727,-7662.31272666244,4864929.03084094
-7631.48092960883,4864894.79584764,-7638.31292000041,4864907.23158,-7638.28703019836,4864908.41380464,-7628.98198916137,4864901.15044931
-7673.74090851475,4864934.39592269,-7675.40670000017,4864932.7796,-7672.80254188957,4864933.90014397,-7675.85535800511,4864938.66036226
-7633.42757739689,4864902.34045425,-7637.73642000035,4864904.26258,-7637.05169623289,4864904.11157587,-7632.27418584692,4864897.7226506
-7638.03351093961,4864912.46378222,-7639.05974000022,4864912.7104,-7642.37347717111,4864918.97929228,-7639.00123257068,4864915.56027069
-7630.07808084597,4864902.03109214,-7637.34074000046,4864902.88216,-7637.02319376131,4864904.37759287,-7631.23691012031,4864901.24874395
-7641.68709610529,4865005.41568679,-7641.18312000036,4865007.37662,-7640.4393396829,4865005.47448583,-7635.57851112058,4865005.4835699
-7587.19017364645,4864986.32066996,-7596.69384000003,4864982.39246,-7596.65632423006,4864981.59619224,-7605.85282440074,4864975.49017874
-7677.58731648966,4864933.07547269,-7678.61545999944,4864932.49268,-7680.34498826567,4864931.98194957,-7679.82710970722,4864931.97611804
-7647.7909960721,4864932.28614492,-7647.8380200006,4864934.23192,-7647.39130335101,4864935.64845044,-7641.36141365031,4864936.96825796
-7629.57351466746,4864895.30891869,-7637.73347999975,4864906.16782,-7637.16610017766,4864905.53635704,-7631.37310942396,4864897.41181352
-7640.5182744042,4864919.80713948,-7641.94251999855,4864922.76752,-7647.2532096863,4864928.14914064,-7650.28128587642,4864929.8784456
-7673.82993483349,4864933.49043174,-7679.86255999953,4864931.81882,-7679.08064940577,4864932.5112509,-7679.26329339895,4864936.67799449
-7641.85357308761,4864920.27497866,-7640.93671999946,4864916.43774,-7643.3487455006,4864919.5934251,-7644.39087539424,4864927.618196
-7638.85627681021,4865010.3999622,-7641.49492000043,4865009.2531,-7640.13582987964,4865006.89457559,-7635.46510899131,4865005.4835699
-7638.68211049602,4864911.54200328,-7640.20968000069,4864914.79082,-7645.76421643133,4864922.92442464,-7647.84385466288,4864914.37557373
-7682.39338181811,4864930.83715454,-7679.86255999953,4864931.81882,-7679.35561127581,4864932.16177183,-7681.69738997844,4864936.0392741
-7636.08128211181,4864904.21843358,-7639.28228000104,4864913.48664,-7645.00302393892,4864917.52667644,-7652.40544737139,4864902.4731889
-7685.15637872661,4864931.91239496,-7686.33017999902,4864930.28138,-7682.24277396561,4864931.9399237,-7684.62368747746,4864935.51133393
-7637.72554864112,4864898.55458955,-7637.47875999958,4864906.23684,-7638.83316881316,4864911.520046,-7637.14013134561,4864911.98356437
-7684.47955430748,4864930.23672566,-7684.89969999939,4864930.37498,-7683.20844926926,4864930.93212528,-7686.98123969896,4864932.57349333
-7639.34507812383,4865007.26677578,-7639.56750710085,4865009.09351707,-7640.32434376276,4865008.39374423,-7641.73331059182,4865006.83441555
-7638.17306341375,4864906.76625671,-7637.61823999956,4864905.76564,-7638.20163510615,4864906.09007789,-7633.42631003061,4864899.48461208
-7688.29800090835,4864928.55749322,-7685.15905999988,4864929.98424,-7685.0868461892,4864930.6599466,-7684.40303142413,4864936.8915346
-7630.37149396651,4864895.35310444,-7640.87191999927,4864918.0667,-7643.93780064706,4864918.21379413,-7634.83344674321,4864906.23346224
-7637.63310453536,4864956.62065167,-7638.82333999946,4864949.64334,-7642.03233558749,4864947.31655463,-7639.28926922377,4864939.4173145
-7603.83305060585,4864981.56046625,-7607.35199999958,4864978.70472,-7606.86685493869,4864980.412973,-7606.43622634219,4864970.59838145
-7690.70364444537,4864927.64146667,-7687.71453999877,4864929.56806,-7686.35156586583,4864929.91095486,-7676.86498875811,4864935.94054326
-7642.19949886866,4865016.835496,-7640.83430710062,4865014.47143707,-7640.55219724498,4865010.19717314,-7639.50608619393,4865005.93436552
-7615.95449716446,4864975.51175694,-7594.52414000034,4864982.53748,-7602.07920421335,4864983.16661275,-7605.81067578414,4864979.60640914
-7632.83439999819,4864964.83039999,-7633.46939999983,4864965.3384,-7632.27510467986,4864969.18070217,-7628.80272882626,4864965.19580501
-7636.55369836812,4864899.33611379,-7638.95756000057,4864912.35386,-7640.29523417727,4864911.05557003,-7634.06292395255,4864905.63882954
-7652.1139684211,4864934.37523669,-7649.37376000136,4864936.13188,-7646.9539671308,4864930.49249213,-7637.96060834327,4864918.01748207
-7610.84766492977,4864977.25164681,-7608.86477999985,4864978.2711,-7611.97082593562,4864982.19062985,-7610.66607412843,4864981.70961318
-7663.16990063474,4864933.58457304,-7654.30223999918,4864933.07112,-7656.02621000698,4864927.80523841,-7653.776703107,4864922.2228925
-7613.95819108402,4864982.64037315,-7625.82946000025,4864972.74956,-7622.07026038318,4864968.29936903,-7630.5540156805,4864977.67316966
-7658.42627815351,4864938.04481003,-7652.48310000151,4864937.3006,-7655.94901850811,4864936.34265816,-7650.46487221371,4864937.56688085
