"BUILDINGID","PredBuildingID","FLOOR","PredFloor","LONGITUDE","PredLongitude","LATITUDE","PredLatitude","DistanceError"
"0","0","1","1",-7633.24428423133,-7633.20560000092,4864965.47331424,4864965.1088,0.366561183012734
"0","0","1","1",-7632.97439518767,-7633.17278000042,4864965.27158181,4864966.28946,1.03703063834109
"0","0","1","1",-7633.63494048096,-7636.3831400007,4864965.62844281,4864958.81174,7.34983250247571
"0","0","1","1",-7633.11873588188,-7633.20560000092,4864964.77103529,4864965.1088,0.348755464467274
"0","0","1","1",-7616.30243891032,-7608.03879999965,4864979.77388835,4864978.82436,8.31801251106835
"0","0","1","1",-7644.84284956768,-7633.07431999892,4864948.67153956,4864969.83144,24.2123868058766
"0","0","1","1",-7645.19122501541,-7644.77898000032,4864945.74851699,4864947.58426,1.88146175921641
"0","0","2","2",-7636.04019999877,-7634.23649999946,4864966.5763,4864967.6159,2.08185058230698
"0","0","1","1",-7618.48673235147,-7628.98802000061,4864975.57040936,4864982.5027,12.5830717952179
"0","0","2","1",-7651.41523231597,-7651.44430000111,4864934.24722499,4864937.25132,3.0042356359965
"0","0","1","1",-7611.30760181269,-7608.41451999992,4864977.42344549,4864978.71662,3.16894662126007
"0","0","2","2",-7632.25869999826,-7626.8969400011,4864981.12309999,4864980.42302,5.40727123975661
"0","0","1","1",-7664.31364314716,-7654.69904000014,4864935.94171298,4864932.57944,10.1855521829171
"0","0","1","1",-7603.77416453538,-7605.73656000048,4864979.60201216,4864979.48416,1.96593110078109
"0","0","2","2",-7635.19518085152,-7634.01218000129,4864985.96017461,4864983.65078,2.59476289332404
"0","0","1","1",-7669.77241615707,-7661.2876000002,4864935.27048836,4864936.34884,8.55306655391186
"0","0","1","1",-7602.84396409503,-7595.51403999925,4864981.81268828,4864982.73066,7.3871820967359
"0","0","3","3",-7634.02642032568,-7624.25800000131,4864984.09705941,4864980.114,10.5492557982644
"0","0","1","1",-7595.9452289536,-7599.54010000006,4864981.47775863,4864981.26032,3.60144101692525
"0","0","2","2",-7636.43874555932,-7636.8630400002,4864991.85664854,4864992.42134,0.706330105040586
"0","0","1","1",-7593.60236454017,-7588.67037999854,4864984.36972274,4864985.64148,5.0933130720132
"0","0","3","3",-7636.85720649032,-7637.43747999966,4864994.49528199,4864995.38298,1.06053057565965
"0","0","1","1",-7681.34618817633,-7667.68897999898,4864931.88164595,4864931.22362,13.6730513547446
"0","0","1","1",-7643.13024248254,-7649.37376000136,4864946.6501597,4864936.13188,12.2317504408411
"0","0","1","1",-7586.7573395177,-7594.13399999961,4864985.59916676,4864983.44256,7.68544550316935
"0","0","1","1",-7688.35524582161,-7679.69813999907,4864929.22818364,4864932.4988,9.25431859172111
"0","0","3","3",-7642.14688754853,-7637.97426000014,4865017.3646842,4864997.25586,20.5371768118557
"0","0","2","2",-7637.64212959382,-7638.85886000022,4865000.81846463,4865001.29948,1.30836106188752
"0","0","1","1",-7590.07632944296,-7588.67037999854,4864985.11419064,4864985.64148,1.5015751430556
"0","0","2","1",-7689.59942588326,-7678.46635999903,4864933.84952397,4864933.16824,11.1538918691875
"0","0","1","1",-7589.36752477008,-7596.2389200002,4864981.48060956,4864982.8392,7.0044157780515
"0","0","3","3",-7641.26870864985,-7640.11593999937,4865012.99346326,4865008.5587,4.58213931863877
"0","0","1","1",-7634.7592674685,-7633.10713999942,4864966.11017487,4864968.65078,3.03054443937325
"0","0","0","1",-7695.93195495232,-7665.87129999995,4864931.43318821,4864934.71836,30.2396317745691
"0","0","2","2",-7587.86576666683,-7589.96701999978,4864986.5202,4864984.63704,2.82162314232924
"0","0","1","1",-7639.23914655748,-7642.63805999979,4864911.93974776,4864922.66566,11.251569045057
"0","0","3","3",-7637.92258811124,-7640.02612000108,4865000.02050305,4865004.41412,4.87121302306887
"0","0","2","2",-7589.66182430459,-7594.93017999977,4864985.44919319,4864983.21434,5.72277384783196
"0","0","2","2",-7594.57843749924,-7592.92631999999,4864982.731375,4864983.47234,1.81066876089648
"0","0","1","1",-7695.93875492993,-7679.19425999969,4864931.80820487,4864932.6432,16.7653012897924
"0","0","2","2",-7640.43146639293,-7639.30778710097,4865009.384089,4865008.18785707,1.64122697410652
"0","0","3","3",-7621.72256280307,-7624.48136000112,4864976.8343186,4864979.40052,3.76780461411572
"0","0","2","2",-7689.26948530184,-7681.09615999907,4864933.68280986,4864931.14876,8.55714059711674
"0","0","2","2",-7641.35243999958,-7640.53670000061,4865015.71328,4865007.15292,8.59913920596361
"0","0","2","2",-7603.1035000002,-7606.3819600001,4864981.0337375,4864979.61554,3.57205600759684
"0","0","2","2",-7596.67706435433,-7591.97087999955,4864982.98074112,4864984.37904,4.90952247567989
"0","0","2","2",-7636.95837206372,-7639.50768000036,4864904.75144224,4864912.34986,8.01466926387961
"0","0","2","2",-7687.50924403569,-7680.8851199992,4864929.575835,4864931.20926,6.82254325613393
"0","0","2","2",-7611.24801023607,-7619.49948000088,4864977.68260902,4864977.27632,8.26146621654526
"0","0","2","2",-7676.52328037604,-7680.01463999972,4864932.92392866,4864931.77518,3.67548847185878
"0","0","2","2",-7639.55312374644,-7640.33980000019,4864915.18108488,4864916.21028,1.29541581064706
"0","0","2","2",-7604.70751950987,-7601.29849999994,4864980.74518521,4864981.70538,3.54166458794085
"0","0","2","2",-7669.02952319488,-7672.91507999897,4864935.30840363,4864934.7593,3.92416443004645
"0","0","2","2",-7632.18845812838,-7617.57012000084,4864981.71495641,4864976.5874,15.4915346029742
"0","0","3","3",-7609.72567500034,-7611.48954000026,4864977.2709875,4864977.5187,1.78117411286445
"0","0","2","2",-7664.41765113302,-7656.53031999991,4864935.77067534,4864933.12894,8.31797800024004
"0","0","1","1",-7661.83097326265,-7658.64376000017,4864935.6821092,4864937.10668,3.49109300136788
"0","0","2","2",-7661.13608000129,-7655.98471999988,4864939.10022,4864935.25424,6.4286913149268
"0","0","2","2",-7631.74452740746,-7627.38658000007,4864987.55549873,4864982.7485,6.48836977999004
"0","0","2","2",-7611.48368310262,-7611.52870000005,4864978.02362483,4864977.50758,0.518004621210088
"0","0","2","2",-7608.8342816505,-7610.00183999986,4864978.36743754,4864977.94522,1.24155553634238
"0","0","3","3",-7597.32616273094,-7600.06828000024,4864982.56830639,4864981.4252,2.9708415200024
"0","0","2","2",-7651.83437469466,-7648.6868599996,4864933.71468638,4864930.06232,4.82147580424197
"0","0","2","2",-7638.91029999902,-7638.44556000009,4865000.25483334,4865000.81586,0.72851505176518
"0","0","3","3",-7586.49192155296,-7598.46494000033,4864985.58180075,4864981.56836,12.6277819670171
"0","0","2","2",-7642.79786687392,-7649.18632028848,4864924.11173886,4864927.6182903,7.28754005299375
"0","0","2","2",-7616.94885038848,-7616.13387999982,4864979.69261693,4864977.81094,2.0505815777015
"0","0","1","2",-7645.55840000138,-7643.48229999989,4864949.40869999,4864948.03464,2.48962488639936
"0","0","2","2",-7667.04619501927,-7672.30329999998,4864936.20052303,4864935.25118,5.34213486966736
"0","0","2","2",-7642.10423034345,-7640.40221999958,4865014.82158361,4865007.64136,7.37919035557806
"0","0","2","2",-7676.7536999993,-7678.87815999911,4864934.62349999,4864932.73374,2.84332958202865
"0","0","2","2",-7641.55958311506,-7641.18941999897,4864919.86822476,4864920.14026,0.459373382909769
"0","0","1","1",-7648.11699999869,-7644.38907999992,4864944.7934,4864947.36342,4.52795652752185
"0","0","1","1",-7689.34599001969,-7651.1119599998,4864934.12260879,4864932.27266,38.278758627824
"0","0","2","2",-7627.53116620008,-7632.27886000052,4864979.5454925,4864981.7888,5.25100228175232
"0","0","3","2",-7643.83309952775,-7640.27667999938,4865011.78265803,4865009.11914,4.44324747836336
"0","0","2","2",-7588.60091504399,-7594.97791999951,4864984.81730569,4864983.51704,6.50821658122437
"0","0","2","2",-7638.28677719352,-7639.43325999975,4864906.93779835,4864911.13266,4.34871096806023
"0","0","1","1",-7655.81019999832,-7653.45079999939,4864938.3647,4864936.39558,3.0731420291422
"0","0","2","2",-7603.58481553918,-7601.40370000005,4864979.52465928,4864980.7261,2.49012545837532
"0","0","2","2",-7636.081333523,-7639.43325999975,4864901.11564377,4864911.13266,10.5629553270851
"0","0","2","2",-7634.4759214067,-7627.43803999946,4864986.22252179,4864983.54552,7.52981495701399
"0","0","2","2",-7639.16957923134,-7641.19023999945,4865000.82262034,4865011.34856,10.7181376959252
"0","0","1","1",-7661.60351428709,-7655.88247999922,4864938.9663,4864935.8815,6.49970956004108
"0","0","2","2",-7596.7272312755,-7598.44543999955,4864982.00636835,4864982.83956,1.90956789443482
"0","0","0","0",-7689.89515880284,-7684.79933999926,4864934.56470641,4864930.77036,6.3533010283537
"0","0","3","3",-7677.54941867467,-7677.90401999951,4864933.52769631,4864932.69656,0.903620309982865
"0","0","1","1",-7660.74255472155,-7668.60143999979,4864935.18217665,4864935.99582,7.90089193179872
"0","0","2","2",-7631.1041887758,-7640.23743999973,4864902.25053031,4864913.93016,14.8266660984011
"0","0","2","2",-7615.03784338243,-7619.7142200008,4864975.90392139,4864978.44904,5.32410809598741
"0","0","2","2",-7594.01834609583,-7594.47631999999,4864982.14102881,4864983.02806,0.998280735789825
"0","0","2","2",-7636.55381600912,-7640.14135999978,4864993.81403135,4865007.68928,14.3315385413025
"0","0","0","1",-7630.85557635979,-7604.3115199998,4864989.84993862,4864989.4046,26.5477918955317
"0","0","3","3",-7640.92614999879,-7652.57795999869,4864922.0629,4864929.97442,14.0839207961753
"0","0","2","2",-7628.39150841153,-7637.98426000103,4864895.9758312,4864908.9582,16.1419572137101
"0","0","2","2",-7633.23286410541,-7633.77008000016,4864970.39530986,4864969.3369,1.18694243672854
"0","0","0","0",-7661.85839568238,-7668.85476000011,4864934.81309648,4864936.2634,7.14510279590386
"0","0","2","2",-7587.43597205984,-7597.39702000022,4864986.14340587,4864982.19086,10.7165803742763
"0","0","1","1",-7665.65022802308,-7663.99257999956,4864936.34478932,4864937.63344,2.09962319138171
"0","0","1","1",-7647.46923873749,-7645.94585999921,4864924.89220556,4864926.61904,2.30274617912874
"0","0","2","2",-7633.45898608972,-7634.72523999959,4864965.0572292,4864967.8931,3.105730534199
"0","0","1","1",-7669.35790000111,-7666.23205999881,4864936.7433,4864936.99148,3.13567680604625
"0","0","1","1",-7631.48092960883,-7638.31292000041,4864894.79584764,4864907.23158,14.1888523854799
"0","0","1","1",-7673.74090851475,-7675.40670000017,4864934.39592269,4864932.7796,2.32106878616336
"0","0","1","1",-7633.42757739689,-7637.73642000035,4864902.34045425,4864904.26258,4.71812377762954
"0","0","1","1",-7638.03351093961,-7639.05974000022,4864912.46378222,4864912.7104,1.05544607338323
"0","0","1","1",-7630.07808084597,-7637.34074000046,4864902.03109214,4864902.88216,7.31235492147738
"0","0","0","0",-7641.68709610529,-7641.18312000036,4865005.41568679,4865007.37662,2.02466070483575
"0","0","3","3",-7587.19017364645,-7596.69384000003,4864986.32066996,4864982.39246,10.2835065835405
"0","0","1","1",-7677.58731648966,-7678.61545999944,4864933.07547269,4864932.49268,1.18183179693828
"0","0","2","2",-7647.7909960721,-7647.8380200006,4864932.28614492,4864934.23192,1.94634321578664
"0","0","0","1",-7629.57351466746,-7637.73347999975,4864895.30891869,4864906.16782,13.5831061197197
"0","0","2","2",-7640.5182744042,-7641.94251999855,4864919.80713948,4864922.76752,3.28516793181085
"0","0","1","1",-7673.82993483349,-7679.86255999953,4864933.49043174,4864931.81882,6.25994027160568
"0","0","0","0",-7641.85357308761,-7640.93671999946,4864920.27497866,4864916.43774,3.94525285877547
"0","0","0","0",-7638.85627681021,-7641.49492000043,4865010.3999622,4865009.2531,2.87710458484938
"0","0","2","2",-7638.68211049602,-7640.20968000069,4864911.54200328,4864914.79082,3.59002488474829
"0","0","1","1",-7682.39338181811,-7679.86255999953,4864930.83715454,4864931.81882,2.71453976793672
"0","0","2","2",-7636.08128211181,-7639.28228000104,4864904.21843358,4864913.48664,9.80540859613495
"0","0","1","1",-7685.15637872661,-7686.33017999902,4864931.91239496,4864930.28138,2.0094823287439
"0","0","1","1",-7637.72554864112,-7637.47875999958,4864898.55458955,4864906.23684,7.68621341206008
"0","0","1","1",-7684.47955430748,-7684.89969999939,4864930.23672566,4864930.37498,0.442308336919159
"0","0","2","2",-7639.34507812383,-7639.56750710085,4865007.26677578,4865009.09351707,1.84023324375674
"0","0","1","1",-7638.17306341375,-7637.61823999956,4864906.76625671,4864905.76564,1.1441428322825
"0","0","1","1",-7688.29800090835,-7685.15905999988,4864928.55749322,4864929.98424,3.44797859640235
"0","0","2","2",-7630.37149396651,-7640.87191999927,4864895.35310444,4864918.0667,25.0233165309714
"0","0","0","0",-7637.63310453536,-7638.82333999946,4864956.62065167,4864949.64334,7.07810275414398
"0","0","3","3",-7603.83305060585,-7607.35199999958,4864981.56046625,4864978.70472,4.53191918324629
"0","0","1","1",-7690.70364444537,-7687.71453999877,4864927.64146667,4864929.56806,3.5561928033426
"0","0","2","2",-7642.19949886866,-7640.83430710062,4865016.835496,4865014.47143707,2.7299309855089
"0","0","0","0",-7615.95449716446,-7594.52414000034,4864975.51175694,4864982.53748,22.5526271793941
"0","0","3","3",-7632.83439999819,-7633.46939999983,4864964.83039999,4864965.3384,0.813196785489923
"0","0","1","1",-7636.55369836812,-7638.95756000057,4864899.33611379,4864912.35386,13.2378346846634
"0","0","1","1",-7652.1139684211,-7649.37376000136,4864934.37523669,4864936.13188,3.25492517622871
"0","0","3","3",-7610.84766492977,-7608.86477999985,4864977.25164681,4864978.2711,2.22960028983577
"0","0","1","1",-7663.16990063474,-7654.30223999918,4864933.58457304,4864933.07112,8.88251311122891
"0","0","0","0",-7613.95819108402,-7625.82946000025,4864982.64037315,4864972.74956,15.4517057453183
"0","0","1","1",-7658.42627815351,-7652.48310000151,4864938.04481003,4864937.3006,5.98959223278648
"0","0","1","1",-7638.76801114954,-7637.76656000018,4864907.2783529,4864905.32524,2.1948928013313
"0","0","1","1",-7639.75088308967,-7639.81743999943,4864915.30617124,4864915.35362,0.0817386509100464
"0","0","3","3",-7621.35118975999,-7621.19842000157,4864975.9000848,4864976.49498,0.614197767758995
"0","0","2","2",-7641.31599999964,-7639.96114000008,4865015.5861,4865006.10284,9.57955457463333
"0","0","1","1",-7664.73931399603,-7655.92034000084,4864935.92915802,4864937.22332,8.91342569153356
"0","0","1","1",-7646.73350000009,-7645.40483999923,4864925.0598,4864924.73158,1.36859992934702
"0","0","1","1",-7647.6823891074,-7644.65200000108,4864944.16651411,4864948.69716,5.45068897642892
"0","0","2","2",-7633.12592727251,-7635.68039999902,4864964.9892091,4864966.4493,2.94231139565423
"0","0","1","1",-7675.19930707522,-7655.92034000084,4864933.04071336,4864937.22332,19.727462324445
"0","0","3","3",-7635.06585463499,-7633.18102000132,4864984.35302551,4864984.7144,1.91916469302156
"0","0","3","3",-7609.25457426757,-7613.72890000045,4864978.3834198,4864977.31664,4.5997401997426
"0","0","1","1",-7661.93078816741,-7644.0272799991,4864937.99077533,4864927.51206,20.7446156799164
"0","0","0","0",-7639.73585658524,-7631.49149999991,4864958.07349949,4864969.99886,14.4977115022519
"0","0","3","3",-7602.88908000067,-7604.53791999966,4864981.61728,4864980.1441,2.21109309028388
"0","0","1","1",-7687.77642307058,-7679.66875999868,4864929.51018657,4864932.50712,8.6438307754067
"0","0","3","3",-7637.40203407682,-7636.44341999963,4864994.39722474,4864990.95712,3.57117089702866
"0","0","3","3",-7594.17022658178,-7597.08361999989,4864982.24056738,4864982.2807,2.91366982274212
"0","0","1","1",-7638.17866494146,-7637.22144000158,4864997.62650328,4864993.6713,4.06938724845143
"0","0","1","1",-7680.61785945725,-7659.20785999968,4864932.35872436,4864935.8895,21.6991809381727
"0","0","1","1",-7683.86967332276,-7679.66875999868,4864929.93372182,4864932.50712,4.9264643458386
"0","0","3","3",-7587.21240000054,-7598.48633999974,4864986.70750001,4864982.82782,11.922820139634
"0","0","3","3",-7639.75922967664,-7639.92230000049,4865007.28422865,4865004.05174,3.23659926500571
"0","0","2","2",-7662.44720000029,-7661.23944000006,4864933.7721,4864935.55298,2.15179408730027
"0","0","3","3",-7661.25726666798,-7658.47957999855,4864939.0655,4864934.48538,5.3565886950971
"0","0","2","2",-7673.43529177297,-7673.01675999984,4864934.63670857,4864935.0466,0.585815526001512
"0","0","3","3",-7642.30636126783,-7640.07955999896,4865016.65220891,4865005.55808,11.3154027843802
"0","0","2","2",-7684.86795799028,-7680.26237999872,4864930.97325628,4864932.02054,4.72315062526991
"0","0","1","1",-7682.79364999942,-7686.05361999869,4864931.40064999,4864930.67704,3.33931367395752
"0","0","3","3",-7675.55208815544,-7681.46551999971,4864931.15975988,4864931.6758,5.93590545600286
"0","0","2","2",-7690.50086666768,-7685.04143999964,4864927.6996,4864930.33436,6.06195511368404
"0","0","3","3",-7641.59924710024,-7640.22448000088,4865008.68672456,4865004.14822,4.74215227749538
"0","0","3","2",-7643.28977726916,-7635.68039999902,4864947.55684339,4864966.4493,20.3673154643911
"0","0","1","1",-7682.89431111059,-7681.79977999926,4864931.53752221,4864931.57996,1.09535351356914
"0","0","3","3",-7628.52290073658,-7628.13450000063,4864978.18363054,4864977.0212,1.22560184863456
"0","0","1","1",-7600.12173744662,-7610.33842000068,4864980.27976536,4864977.8486,10.501960170255
"0","0","1","1",-7692.2564497339,-7680.1532799989,4864929.11603139,4864932.36826,12.5325060771311
"0","0","1","1",-7688.83309980671,-7682.36921999827,4864932.10025755,4864931.73312,6.47429781202688
"0","0","2","2",-7646.69990000129,-7652.38212000057,4864925.0411,4864930.19874,7.67390868388214
"0","0","1","1",-7597.50172979364,-7601.64296000004,4864981.68444115,4864981.29034,4.15994030466215
"0","0","1","1",-7690.25386062897,-7682.36921999827,4864934.98338868,4864931.73312,8.52829434105692
"0","0","3","3",-7637.57703841605,-7639.39784000069,4865001.42679505,4865003.18014,2.52775333552464
"0","0","3","3",-7637.10039249653,-7637.31460000053,4864995.31852412,4864998.92264,3.61047588625193
"0","0","2","2",-7640.66951023089,-7643.30256028846,4864919.60737628,4864919.1963703,2.66493499415364
"0","0","3","3",-7688.65450289088,-7675.14606000036,4864928.17847503,4864933.80356,14.6328264617013
"0","0","3","3",-7631.67139819036,-7623.11610000134,4864981.89816087,4864978.86612,9.07669537548643
"0","0","3","3",-7642.33404309455,-7640.26333999932,4865014.12730622,4865008.1148,6.35909131471054
"0","0","2","2",-7637.13640000139,-7636.62987999991,4864898.43348571,4864899.44428,1.13060497490882
"0","0","3","3",-7635.62794169475,-7634.55084000081,4864966.48143258,4864966.90794,1.15847168214551
"0","0","3","3",-7637.78295181145,-7638.83714000061,4865000.13852152,4865000.26624,1.06189676894818
"0","0","3","2",-7646.26186493122,-7636.50132000074,4864932.22359701,4864962.44418,31.7577057356795
"0","0","3","3",-7642.56660208688,-7640.11165999994,4865016.27466046,4865005.67054,10.8845813602368
"0","0","3","3",-7609.02120000124,-7612.02774000019,4864977.473,4864981.93452,5.38000404078847
"0","0","3","3",-7647.73149999976,-7649.00568000078,4864945.48879999,4864940.32806,5.31570991764042
"0","0","3","3",-7641.1872897143,-7639.87471999973,4865006.345573,4865006.75948,1.37628422214924
"0","0","0","0",-7688.90760243901,-7681.83001999855,4864932.30080884,4864931.31388,7.14606197405514
"0","0","2","2",-7634.40818225725,-7635.20281999931,4864967.38102955,4864967.1712,0.821874431559926
"0","0","3","2",-7641.96513807264,-7636.50132000074,4864922.32210464,4864962.44418,40.4923972995325
"0","0","3","3",-7592.86718465605,-7597.90238000006,4864983.3950449,4864981.72964,5.30346732119212
"0","0","0","0",-7689.72425998869,-7685.72349999845,4864934.48719379,4864929.8903,6.09405554763682
"0","0","1","1",-7660.28159442583,-7647.33632000089,4864937.49376101,4864941.35966,13.5101926314383
"0","0","0","0",-7685.81477826264,-7681.12551999912,4864929.86759399,4864931.51576,4.97047223702736
"0","0","3","3",-7631.0584588108,-7622.24200000092,4864989.36977494,4864979.60258,13.1578129998056
"0","0","3","3",-7634.14477984211,-7636.24020000026,4864986.43645938,4864991.20628,5.20979600263391
"0","0","2","2",-7616.1284334702,-7623.05257999971,4864977.14325118,4864978.15194,6.997232188432
"0","0","3","3",-7588.43323626153,-7598.38478000015,4864980.97521445,4864981.90772,9.99513828729787
"0","0","3","3",-7639.16670284814,-7637.22398000062,4864913.05230293,4864906.30586,7.02058859839391
"0","0","3","3",-7659.83335347808,-7662.2673999995,4864938.75064922,4864937.79184,2.61608440024887
"0","0","1","1",-7666.18100366491,-7666.97067999914,4864936.7740493,4864936.77976,0.789696982984665
"0","0","0","0",-7661.06751421715,-7659.69581999928,4864937.40123332,4864938.19274,1.58367542488907
"0","0","0","0",-7674.58359754092,-7678.09489999935,4864934.30673881,4864932.38444,4.00305853912288
"0","0","1","1",-7676.41943999976,-7678.50569999963,4864934.71933999,4864932.84054,2.807555910185
"0","0","2","2",-7600.79121998482,-7603.63351999968,4864980.85025873,4864981.35252,2.88633604362155
"0","0","2","2",-7587.53908333369,-7597.35589999929,4864986.61385,4864983.1519,10.4093701662299
"0","0","3","3",-7618.98740990041,-7619.77342000157,4864974.60357666,4864976.02382,1.6232384368402
"0","0","3","3",-7637.00156115084,-7636.62567999959,4864905.61976625,4864899.4297,6.20146811809643
"0","0","2","2",-7593.08018465168,-7600.62034000009,4864982.77095937,4864980.63414,7.83708744997809
"0","0","0","0",-7661.39425594081,-7652.00989999995,4864936.59814304,4864933.00132,10.0500384282204
"0","0","3","3",-7636.89463750133,-7637.64387999996,4864897.589675,4864904.89768,7.3463120948516
"0","0","2","2",-7587.78890000021,-7595.6057599999,4864986.5422353,4864982.70436,8.70819080411914
"0","0","2","2",-7601.15222627007,-7602.28859999999,4864980.74551564,4864981.10524,1.19195086683059
"0","0","0","0",-7651.99609019241,-7650.69436000064,4864934.5197158,4864936.2937,2.20034575354741
"0","0","1","1",-7684.45530712958,-7678.17144000009,4864930.91572201,4864932.93638,6.60076092719187
"0","0","3","3",-7631.91103338733,-7628.13450000063,4864965.83158611,4864977.0212,11.8097274916045
"0","0","3","3",-7674.82199543999,-7671.11345999911,4864934.58266896,4864935.5922,3.84348644285855
"0","0","0","0",-7645.85951427959,-7652.75364000052,4864945.18778203,4864937.44454,10.3675824854045
"0","0","0","0",-7637.58530044252,-7637.25699999928,4864955.44398898,4864949.8143,5.6392534251633
"0","0","2","2",-7635.38288571366,-7630.58139999956,4864984.47952857,4864984.27182,4.80597627052548
"0","0","3","3",-7682.53929816668,-7681.30109999925,4864932.53338664,4864932.35578,1.25087122459922
"0","0","0","0",-7675.14641362094,-7667.71854000017,4864932.8785124,4864936.5892,8.30316258972889
"0","0","2","2",-7632.96720386318,-7615.66754000038,4864988.28744872,4864977.13278,20.5840959001988
"0","0","0","0",-7628.03855667361,-7637.79851999953,4864950.3652254,4864956.0716,11.3057328468755
"0","0","2","2",-7637.18137786473,-7638.07141999975,4864993.98078911,4864997.59502,3.72220901264485
"0","0","0","0",-7643.00019999966,-7646.24460000172,4864930.3138,4864925.929,5.45459461503635
"0","0","3","3",-7691.7401813101,-7688.08603999913,4864927.78429872,4864929.46164,4.02072412453291
"0","0","2","2",-7637.55456227177,-7639.76541999951,4865000.97789346,4865006.37784,5.83500767211009
"0","0","2","2",-7640.15146665751,-7638.79219999984,4865010.3316236,4865002.98262,7.47365103271707
"0","0","0","0",-7631.59079788505,-7640.15449999943,4864958.99603525,4864955.30676,9.32457751176837
"0","0","2","2",-7641.44614285656,-7641.11577999965,4865016.04031428,4865010.1312,5.91834192994838
"0","0","2","2",-7639.2054986208,-7638.82138710096,4865005.53546718,4865007.44845707,1.95117194940042
"0","0","2","2",-7641.03397269665,-7639.77763999924,4865013.5498822,4865007.3778,6.29864830948832
"0","0","3","3",-7675.32093333287,-7678.59257999957,4864933.37678888,4864932.49922,3.38729966926552
"0","0","2","2",-7642.55282222252,-7644.20032000095,4864947.72018333,4864946.82586,1.87458345973497
"0","0","0","0",-7585.3899762246,-7606.75960000008,4864986.51705366,4864981.1215,22.0402545266588
"0","0","2","2",-7646.34365890174,-7647.87879999951,4864927.39055058,4864928.6159,1.96421470130478
"0","0","2","2",-7639.28210251345,-7639.58210000097,4864912.81933565,4864913.56706,0.805661341330424
"0","0","2","2",-7636.82840000093,-7637.13562000021,4864897.3584,4864902.16704,4.81844401986251
"0","0","2","2",-7637.1877333348,-7636.84548000023,4864898.61266666,4864900.19684,1.62072283699355
"0","0","2","2",-7637.07155531263,-7638.95683999955,4864908.67238174,4864909.4785,2.05039630280899
"0","0","1","1",-7592.14951715568,-7592.56704000011,4864978.76891258,4864983.57532,4.8245080176442
"0","0","1","1",-7591.87634305003,-7593.6073800005,4864978.33054233,4864982.96072,4.94318057338902
"0","0","1","1",-7640.18192595257,-7640.51208000109,4865005.7027313,4865006.1095,0.523891659734342
"0","0","2","2",-7682.36187952072,-7686.1189000003,4864932.2199657,4864929.70918,4.51876617169367
"0","0","1","1",-7643.18740016522,-7640.63859999925,4865004.92336985,4865009.42374,5.17201254528377
"0","0","2","2",-7661.08669792514,-7666.95147999972,4864935.22914026,4864935.98764,5.91362753624436
"0","0","2","2",-7643.81766279067,-7646.25154,4864930.43217081,4864926.7744,4.39352313904356
"0","0","2","2",-7641.78715398265,-7637.32683999986,4864902.44996542,4864903.79176,4.65776915680715
"0","0","1","1",-7592.05095434257,-7591.57091999874,4864978.45294343,4864984.49368,6.05977980455325
"0","0","0","0",-7637.53579816003,-7638.08700000047,4864903.22942466,4864908.55906,5.35806273983778
"0","0","0","0",-7636.65400505291,-7639.64980000034,4864904.935863,4864914.01104,9.55686271464734
"0","0","0","0",-7637.94411999881,-7639.96864000037,4864903.53590001,4864914.09174,10.7482295815087
"1","1","1","0",-7515.91679939986,-7491.82322634271,4864889.66291668,4864891.19391912,24.14216707639
"1","1","3","3",-7559.67807371738,-7552.88961999968,4864887.49139782,4864888.299308,6.83636034263858
"1","1","3","3",-7558.85901383928,-7563.98278695572,4864871.12401172,4864874.05108696,5.90091691112288
"1","1","1","1",-7568.98589047076,-7566.4103636276,4864876.02580672,4864869.12158971,7.36895861689343
"1","1","1","1",-7562.71709999815,-7566.61462816868,4864865.9577,4864869.12599632,5.02283061471934
"1","1","2","2",-7539.96081683799,-7534.21977876143,4864919.93086509,4864922.1787944,6.165444379604
"1","1","2","2",-7525.3140982864,-7528.26324693832,4864932.94688123,4864940.11114617,7.74752669637648
"1","1","2","2",-7533.08632737537,-7528.26324693832,4864937.62961685,4864940.11114617,5.42402919158564
"1","1","2","2",-7521.6087665247,-7528.26324693832,4864950.6014406,4864940.11114617,12.42289768099
"1","1","2","2",-7424.8123444654,-7430.15111841137,4864862.99215681,4864867.38608155,6.91441117469574
"1","1","3","3",-7457.36065030405,-7456.12943999916,4864831.44490372,4864830.29948,1.68162847102212
"1","1","3","3",-7460.45255320895,-7465.74315454506,4864816.03854128,4864812.77226364,6.2176387907489
"1","1","3","3",-7460.03721595253,-7465.74315454506,4864814.48869958,4864812.77226364,5.95851387212309
"1","1","3","3",-7468.44811214908,-7465.74315454506,4864818.48617839,4864812.77226364,6.32183655536373
"1","1","3","3",-7423.09684427766,-7430.18896666666,4864877.84670097,4864879.73871667,7.34015826643703
"1","1","3","3",-7423.17619999871,-7431.61458000019,4864896.14090001,4864880.14924,18.0814669462152
"1","1","3","3",-7538.84126157758,-7535.13403818641,4864919.72199727,4864915.59784806,5.54545868186221
"1","1","3","3",-7538.91807875312,-7535.13403818641,4864919.89244437,4864915.59784806,5.72385538692365
"1","1","3","3",-7530.75650047033,-7535.13403818641,4864921.51439237,4864915.59784806,7.35991392937383
"1","1","3","3",-7521.8299061726,-7526.41426391438,4864950.57355416,4864944.08320829,7.94612644342865
"1","1","3","3",-7555.42255038138,-7554.29359999963,4864885.77888166,4864887.5586,2.10758779940561
